timestamp,resource,cpuPercent,memPercent,movingAvg
2025-11-12 00:02:04,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:02:09,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:02:14,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:02:19,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:02:24,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:02:29,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:02:34,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:02:39,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:02:44,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:02:49,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:02:54,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:02:59,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:03:04,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:03:09,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:03:14,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:03:19,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:03:24,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:03:29,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:03:34,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:03:39,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:03:44,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:03:49,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:03:54,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:03:59,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:04:04,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:04:09,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:04:14,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:04:19,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:04:24,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:04:29,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:04:34,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:04:39,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:04:44,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:04:49,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:04:54,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:04:59,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:05:04,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:05:09,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:05:14,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:05:19,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:05:24,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:05:29,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:05:34,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:05:39,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:05:44,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:05:49,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:05:54,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:05:59,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:06:04,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:06:09,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:06:14,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:06:19,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:06:24,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:06:29,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:06:34,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:06:39,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:06:44,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:06:49,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:06:55,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:07:00,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:07:05,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:07:10,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:07:15,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:07:20,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:07:25,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:07:30,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:07:35,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:07:40,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:07:45,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:07:50,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:07:55,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:08:00,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:08:05,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:08:10,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:08:15,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:08:20,ResourceAgent,0.00,0.00,0.00
2025-11-12 00:08:25,ResourceAgent,0.00,0.00,0.00
